"","fulcrum_id","fulcrum_parent_id","bag_id","time_of_capture","body_temperature","microhabitat_type","microhabitat_temperature","bag_photo"
"124","450750d3-d6f3-4b37-a2a0-06b2ed88911c","34786ec9-ea57-42ef-abe8-ecb1923fa45e","BAG07",22:58:00,17.5,"Water",17.6,"e295518a-5b70-4780-8508-db4a1d283e83"
"125","3f0acaa3-3f02-4419-b3be-be7ded74fc2d","34786ec9-ea57-42ef-abe8-ecb1923fa45e","BAG01",23:03:00,17.4,"Water",17.7,"05b3754f-05d1-422e-a128-9a57f827d856"
"126","f3e724b1-bf24-4280-8a4d-a6aaf02288ca","a5e89567-64b4-4e4e-9fff-47ab20dc9cf9","BAG10",21:24:00,16.8,"Water",18.5,"a7409d3f-c1d4-4a61-a6c1-141c28dccacb"
"127","7741bf39-3dad-45f3-aef6-3483a08b9519","a5e89567-64b4-4e4e-9fff-47ab20dc9cf9","BAG16",22:09:00,17.1,"Water",17.8,"e2a701ce-5748-4c34-966e-64ef25e95aee"
"128","43417e12-f63b-4480-9d30-c878f5370955","a5e89567-64b4-4e4e-9fff-47ab20dc9cf9","BAG15",22:29:00,16.1,"Water",17.5,"42b5c9fe-03ae-48e8-853c-3ac8332f56ab"
"129","21948213-2cef-4dff-9ddc-b6b9bed21a1c","a5e89567-64b4-4e4e-9fff-47ab20dc9cf9","BAG11",22:46:00,16.3,"Water",16.6,"c69daa49-05e3-44de-9c05-35fdd952230e"
"130","53be9c2b-e294-4e29-9c71-d45ee89499af","a5e89567-64b4-4e4e-9fff-47ab20dc9cf9","BAG02",22:55:00,17.1,"Water",14.5,"658012df-3f10-4f30-a88c-791875432222"
"131","3713aa7c-296b-4528-8254-26f71fb2deb0","581137d2-2a8f-49d2-aef0-857482ed695e","BAG27",21:23:00,18.1,"Water",18.1,"97dfa25c-5a43-4420-b10c-4e855f19c96c"
"132","7c3ad5bd-6e65-4669-afa7-bd5ebce9932f","581137d2-2a8f-49d2-aef0-857482ed695e","BAG24",21:36:00,18.6,"Water",18.4,"bac00f18-3683-4f9f-8a25-d52ef898c4fa"
"133","012ca407-a58a-465e-8105-b082ea1a7596","581137d2-2a8f-49d2-aef0-857482ed695e","BAG23",21:42:00,18.1,"Water",18.3,"6a2523d1-4f17-4c5e-a43e-5503a65a4e76"
"134","b227dc07-baf5-4d1a-9ef8-2d64bfb919ac","581137d2-2a8f-49d2-aef0-857482ed695e","BAG29",21:50:00,18,"Water",17.9,"db14de76-53d0-415c-80ad-6b69a9146e4c"
"135","f493fb99-20b7-47a3-9f9b-cf43262fcabc","581137d2-2a8f-49d2-aef0-857482ed695e","BAG19",21:56:00,18.3,"Water",18.2,"c0b2ba9a-f34c-4a8a-b265-bfdcfb076d6e"
"136","4207ed6b-f379-4f14-981c-a861dfbb3e19","581137d2-2a8f-49d2-aef0-857482ed695e","BAG28",22:13:00,17.8,"Water",17.9,"2132ad6d-299a-4235-a904-6861f1256c61"
"137","cc2b821d-7ff5-468b-9e24-68574201fe73","581137d2-2a8f-49d2-aef0-857482ed695e","BAG22",22:39:00,17.6,"Water",17.5,"66199b2e-e4db-4ed7-b3f1-2455e8bac7b6"
"138","bce7ba3e-6a64-4415-8342-51fa64765a2f","581137d2-2a8f-49d2-aef0-857482ed695e","BAG20",22:57:00,17.1,"Water",16.9,"af6f4f1a-6b7a-45be-a6f0-5f82d7d81df6"
"139","0da20313-7ea4-40f4-8dbe-080845bc5556","0428db50-7fcd-4a75-a118-969172dd4c69","BAG08",21:30:00,NA,"Water",18.2,"9faa1400-f320-4279-a678-4de9e08c8858"
"140","ccd6a8a3-0eae-4de0-88b9-cf394bcdf827","0428db50-7fcd-4a75-a118-969172dd4c69","BAG04",21:37:00,NA,"Water",18.1,"42c7fa8c-12d0-42e7-8333-32fa22a8ff71"
"141","bd17f5b8-ba48-4f4f-8dd7-a6645d155414","0428db50-7fcd-4a75-a118-969172dd4c69","BAG07",22:03:00,NA,"Water",18.2,"081ffaf1-bbd6-43be-9e07-f9c414eb0baf"
"142","0b23c618-1be2-4602-aef0-1f37791e35d7","0428db50-7fcd-4a75-a118-969172dd4c69","BAG21",22:08:00,NA,"Water",17.8,"dc5945cf-aee8-4d60-8694-0b23a63ae3e1"
"143","234c5148-5a96-4aa6-a3fc-0e6c1354a92f","0428db50-7fcd-4a75-a118-969172dd4c69","BAG06",22:11:00,NA,"Water",18,"eea0b59e-57db-4ae3-8303-87b0f23b7bbf"
"144","de7f482f-1a67-4c85-addb-54c1a6512865","0428db50-7fcd-4a75-a118-969172dd4c69","BAG18",22:34:00,16,"Water",16,"0a1050b0-3f87-4c36-953d-e98c5aa34df5"
"145","e705bfa2-2d6d-43c2-9769-4b1115856044","0428db50-7fcd-4a75-a118-969172dd4c69","BAG05",22:38:00,16,"Water",16,"9b8b5c98-b4a1-43da-bb76-7abafdfefa03"
"146","26039ce2-5ab1-41d9-a962-755504605405","0428db50-7fcd-4a75-a118-969172dd4c69","BAG03",22:46:00,NA,"Water",16.3,"dd03eecf-6e5c-40cd-a09b-eaaf5cb4ea88"
"147","0b8d610a-7c6e-4709-b49a-36a7cc2c32d4","97f1677a-f2aa-4aac-9ec5-6a724170a3dd","BAG11",21:21:00,NA,"Dry ground",17.8,NA
"148","9074e7e4-8dfa-4732-b82c-c9c66da3118d","97f1677a-f2aa-4aac-9ec5-6a724170a3dd","BAG14",22:11:00,17.6,"Emergent Vegetation (Lower than 1m)",18.5,"030a9da8-e572-4163-ad1b-5ffc2d8beb0b"
"149","aee2a27f-6966-4884-a064-18f0063d508e","97f1677a-f2aa-4aac-9ec5-6a724170a3dd","BAG13",22:28:00,18.2,"Water",18.6,"2c4565aa-877e-49ba-891b-a7bdb3640225"
"150","4a833bb2-d229-4d85-9b6f-512a5756927d","97f1677a-f2aa-4aac-9ec5-6a724170a3dd","BAG34",22:35:00,16.9,"Emergent Vegetation (Lower than 1m)",18.6,NA
"151","c4f7aac3-6ed0-4b8a-8459-be55ffa3d6e2","97f1677a-f2aa-4aac-9ec5-6a724170a3dd","BAG45",22:49:00,17.3,"Emergent Vegetation (Lower than 1m)",NA,NA
"152","d4d1de73-9014-476f-b41a-2ac3deba165d","3e443347-f233-4748-9595-6c9d63f7ab76","BAG12",21:23:00,NA,"Emergent Vegetation (Lower than 1m)",12.7,"b308e4da-af1c-4ab2-9c92-7f1f5a9d147b"
"153","2c84485e-2c86-4e49-aabc-ef5cb9694ceb","3e443347-f233-4748-9595-6c9d63f7ab76","BAG21",22:14:00,13.9,"Tree/Log/Bush (Lower than 1m)",14.7,"37006d50-2a70-4b9e-a92e-ae031c512c73"
"154","8f569f73-5557-45c1-9444-2f0cd3422ce0","3e443347-f233-4748-9595-6c9d63f7ab76","BAG22",22:19:00,12.9,"Tree/Log/Bush (Higher than 1m)",13.2,"14a0237b-4300-4e63-bf76-01493b0eb6a1"
"155","a8315c4c-d716-426c-a299-3febbee5e072","3e443347-f233-4748-9595-6c9d63f7ab76","BAG23",22:31:00,17,"Wet ground",16.6,"f0aca13d-4a9a-4d5b-bb08-0468b23c22cb"
"156","343f4711-f444-4eab-bab1-eefb97220267","3e443347-f233-4748-9595-6c9d63f7ab76","BAG30",23:05:00,11.7,"Tree/Log/Bush (Higher than 1m)",11.2,"0a68a769-03b6-4768-9e38-e962f8493daf"
"157","2239b5c4-3d00-46a6-9845-834e6ab40aed","61724611-2e12-4b06-b616-4ef5c0f365fa","BAG11",21:25:00,NA,"Dry ground",12.7,"3d1ac159-f021-4db7-b519-2331ff6e21ad"
"158","c436d20b-b64b-4f2c-a348-afd392ac1e09","61724611-2e12-4b06-b616-4ef5c0f365fa","BAG04",21:53:00,NA,"Water",18.7,"7bcf5d12-9636-487d-b9f3-4cd9c18faa17"
"159","115ee8c1-4f42-4639-b7c7-77bb566f634f","61724611-2e12-4b06-b616-4ef5c0f365fa","BAG03",22:18:00,NA,"Emergent Vegetation (Higher than 1m)",14.4,"de02c9d9-8334-4f74-9406-7bf26b33b838"
"160","b7cef755-b46e-4190-9630-28e8f85197ef","61724611-2e12-4b06-b616-4ef5c0f365fa","BAG01",22:37:00,NA,"Water",NA,"571b71b4-c6f5-4fdc-a3b9-545a0e768364"
"161","073cb4d0-f770-4dae-a38b-4e174b6ecb3e","61724611-2e12-4b06-b616-4ef5c0f365fa","BAG05",22:49:00,NA,"Water",NA,"0fb737ff-a9aa-4119-acfc-76e174eed22d"
"162","b98e04fe-9e81-49f1-8128-cf8d99db3d49","61724611-2e12-4b06-b616-4ef5c0f365fa","BAG08",23:00:00,NA,"Water",16.3,"02ba3cca-8631-493f-804c-0b874061e621"
"163","c38d6c8b-498a-492a-86ca-7b1027392711","61724611-2e12-4b06-b616-4ef5c0f365fa","BAG10",23:03:00,NA,"Water",16.4,"3c4882f5-ff28-438a-9c06-b34793878c13"
"164","eda43ab0-89d2-4b92-863e-68b8ec3aff39","d1ea6d9b-d4c4-49c6-a702-1f4e04f715df","BAG14",21:32:00,19.7,"Water",19.8,"64c812ce-9f4c-49cd-b42d-df2eee299695"
"165","449a8650-ffcf-4263-8d70-a50e0630db46","d1ea6d9b-d4c4-49c6-a702-1f4e04f715df","BAG22",21:35:00,19,"Emergent Vegetation (Higher than 1m)",18.5,"4df997a8-105b-432a-b041-89aa0a34a44d"
"166","af6572d0-14c1-407a-a3a7-b2f376370e68","d1ea6d9b-d4c4-49c6-a702-1f4e04f715df","BAG12",21:38:00,18.3,"Emergent Vegetation (Higher than 1m)",18.2,"a3ba4672-a8f4-47ee-a41d-c7f38e551c08"
"167","a49075bb-5b7e-48f9-848e-949e9633c4cd","d1ea6d9b-d4c4-49c6-a702-1f4e04f715df","BAG11",21:47:00,19.1,"Water",19.2,"77bbc733-cca0-431b-a1fd-06a201e51a6f"
"168","a5546131-4f43-4a2d-b121-ad971c7c254b","d1ea6d9b-d4c4-49c6-a702-1f4e04f715df","BAG10",21:55:00,18.5,"Water",NA,"3f5f918e-aeca-452f-9e37-e3c54df50afb"
"169","82da6f1c-74ae-4a0c-a3e6-3a01b1324209","90bf7590-701f-4ecb-8d9a-1d7b2c2d8e39","BAG29",21:16:00,16.3,"Tree/Log/Bush (Higher than 1m)",16.4,"a823f3d5-d037-4e20-9305-a7973e1009ff"
"170","08d73a9c-9a1c-4c52-b611-8fbc0ee9f477","90bf7590-701f-4ecb-8d9a-1d7b2c2d8e39","BAG01",21:41:00,21.4,"Water",21.2,"74a9adb7-d873-4286-bb82-b3470fd83320"
"171","743a5862-9a73-497c-8fcb-7da130517814","90bf7590-701f-4ecb-8d9a-1d7b2c2d8e39","BAG28",21:52:00,16.1,"Tree/Log/Bush (Higher than 1m)",17.2,"b2fbeecc-6be7-4a9e-9674-1bbab14bc81a"
"172","46134072-7323-4e12-918e-091d164f81a6","8c55caf3-1b46-4a07-978c-a14f3c218aad","BAG27",21:36:00,19.4,"Emergent Vegetation (Higher than 1m)",17.6,"184f87fe-ce93-4a4b-9929-bad9f48d20d7"
"173","d7e8fe93-dd49-473f-8736-7ecf45a7161e","8c55caf3-1b46-4a07-978c-a14f3c218aad","BAG26",21:49:00,19.4,"Emergent Vegetation (Lower than 1m)",20,"6a1d6455-80e9-433e-a8f5-085fcdfa52ea"
"174","6eae97d2-07f2-4b5c-ad67-88f485efcc48","89cddac1-e088-4066-9f9b-b4ea808a4292","BAG04",21:47:00,17.2,"Tree/Log/Bush (Higher than 1m)",17.1,"094fe8c7-704d-4d04-a8f9-0604c136f26d"
"175","82da6f1c-74ae-4a0c-a3e6-3a01b1324209","90bf7590-701f-4ecb-8d9a-1d7b2c2d8e39","BAG29",21:16:00,16.3,"Tree/Log/Bush (Higher than 1m)",16.4,"a823f3d5-d037-4e20-9305-a7973e1009ff"
"176","08d73a9c-9a1c-4c52-b611-8fbc0ee9f477","90bf7590-701f-4ecb-8d9a-1d7b2c2d8e39","BAG01",21:41:00,21.4,"Water",21.2,"74a9adb7-d873-4286-bb82-b3470fd83320"
"177","743a5862-9a73-497c-8fcb-7da130517814","90bf7590-701f-4ecb-8d9a-1d7b2c2d8e39","BAG28",21:52:00,16.1,"Tree/Log/Bush (Higher than 1m)",17.2,"b2fbeecc-6be7-4a9e-9674-1bbab14bc81a"
"178","00c6b40f-ed61-4c5f-877e-63acfc9df77f","ff15a928-5a5a-4152-80af-f85fb00372ea","BAG24",21:51:00,NA,"Water",NA,"6360e73c-1712-4198-8241-800ceddd9910"
"179","ac20b83b-0e2b-4af5-87d0-566313e7bf55","ff15a928-5a5a-4152-80af-f85fb00372ea","BAG21",22:04:00,NA,"Tree/Log/Bush (Lower than 1m)",NA,"e527bd54-061a-4c47-8980-f0d87bbc98af"
"180","c994ba19-94b2-4c35-a263-e571a765ef42","ff15a928-5a5a-4152-80af-f85fb00372ea","BAG20",22:08:00,NA,"Tree/Log/Bush (Lower than 1m)",NA,"00a575a3-43c3-4a13-824a-bc703a6fcc07"
"181","065ee6d1-7ea5-42b3-ad24-fa3f78d7b88f","ff15a928-5a5a-4152-80af-f85fb00372ea","BAG23",22:41:00,NA,"Tree/Log/Bush (Higher than 1m)",NA,"958f8312-8df8-4b44-9d5b-24e96978dacf"
"182","44aba483-257c-42de-88ac-303eda9fe255","ff15a928-5a5a-4152-80af-f85fb00372ea","BAG08",22:46:00,NA,"Wet ground",NA,"dac5294a-b5e0-429b-b308-e0dd60b076ab"
"183","ba15a28b-4f48-4634-b2f3-a2483730dda3","e3e8dd66-a6a5-4d03-996a-312c14d8a1cc","BAG35",23:06:00,24.6,"Water",25.1,"2bc153b1-42d0-4a63-b835-4ae0e138e9ce"
"184","0a9b9518-55e9-494e-890c-98c7ce349fec","e3e8dd66-a6a5-4d03-996a-312c14d8a1cc","BAG43",23:11:00,24.5,"Water",24.8,"268283e6-8c15-4f6a-8840-f11c0974fc7a"
"185","7d9639a1-9444-4fc3-9c9e-4d12dbde8f85","e3e8dd66-a6a5-4d03-996a-312c14d8a1cc","BAG38",23:17:00,24.4,"Water",24.5,"289d6e60-c290-4499-ba46-c4c32b758b89"
"186","79298809-ff2e-48bf-aede-39241f491324","e3e8dd66-a6a5-4d03-996a-312c14d8a1cc","BAG36",23:21:00,24.5,"Water",24.2,"3545ebc9-c3f4-4450-8fe5-61d74674c57f"
"187","bd99e041-33d4-4421-8947-4815194db8a7","840f5e78-65f2-4bc7-9994-b9a028372010","BAG26",21:54:00,21.4,"Tree/Log/Bush (Higher than 1m)",22.4,"cdcf10b8-6161-4f60-b244-cfd8d09ffd39"
"188","00e473c8-1fe4-4281-9fa2-938ff7acb6f2","840f5e78-65f2-4bc7-9994-b9a028372010","BAG29",22:03:00,24.1,"Water",24,"7a14be6e-1163-40ad-92d4-0ca8ec02bb2a"
"189","ccba1e8c-c3f9-4d3a-a205-eb5031ae128b","840f5e78-65f2-4bc7-9994-b9a028372010","BAG25",22:12:00,23.6,"Water",24.2,"2a735074-2f20-48d4-8ed0-4febdc7ed10a"
"190","7af4df8c-49ca-4712-9c62-9dd5c0a37b5a","840f5e78-65f2-4bc7-9994-b9a028372010","BAG27",22:22:00,24.6,"Tree/Log/Bush (Lower than 1m)",24.4,"bb3e133a-63f0-4b0a-b622-e34b81683838"
"191","9018db57-7382-4d30-8ae9-d6d54febb059","840f5e78-65f2-4bc7-9994-b9a028372010","BAG28",22:31:00,24.1,"Water",24,"d018d61e-c2bb-4812-a75b-afbe1c6fe408"
"192","a7812ec7-0f9e-4bcc-85eb-14b88ea517e6","840f5e78-65f2-4bc7-9994-b9a028372010","BAG22",22:43:00,24.1,"Tree/Log/Bush (Lower than 1m)",24.1,"eb6b5613-5a5c-4a4f-9c1d-03297398dbea"
"193","cff4bde1-bbb3-4046-846c-e919a94aa48c","770e0de1-30cb-4594-83ba-c0ca3c2d6efd","BAG26",22:13:00,26.7,"Tree/Log/Bush (Lower than 1m)",NA,"d0ecce82-270a-4376-b503-3749c33384e1"
"194","afc8c198-a9e0-436a-99ef-c0bcb7d9e16a","770e0de1-30cb-4594-83ba-c0ca3c2d6efd","BAG34",22:16:00,24.5,"Emergent Vegetation (Lower than 1m)",24.6,"e1535ace-ca03-4de2-aacd-3231898042ab"
"195","1248b19b-7f1c-4c6d-ba4c-2b84eb0df1dd","770e0de1-30cb-4594-83ba-c0ca3c2d6efd","BAG32",22:27:00,24.4,"Water",24.4,"7feefb4c-4218-4f2e-b79f-b072db8967e7"
"196","342f806a-cccc-441a-addf-dbc9a3f6ef2d","770e0de1-30cb-4594-83ba-c0ca3c2d6efd","BAG33",22:35:00,24.6,"Water",24.4,"e9100b2e-911d-4ee2-87c6-4ff4ee9f21eb"
"197","6f901dc8-6ac2-420c-acbf-5a6546b20b45","770e0de1-30cb-4594-83ba-c0ca3c2d6efd","BAG25",22:54:00,25.3,"Emergent Vegetation (Higher than 1m)",25.3,"ecb57a7b-48f3-4699-a66d-efb540210832"
"198","43dcbf1f-5b15-42ae-93f8-0e0f2e1e4361","770e0de1-30cb-4594-83ba-c0ca3c2d6efd","BAG31",23:30:00,22.8,"Water",22.7,"6dbf201e-6d97-4f59-a8af-5d83daa82961"
"199","f4e8374d-020f-4ecf-8be1-84c7b68bb951","26cce113-c768-419c-b48e-b4febce843bd","BAG29",22:14:00,24.3,"Wet ground",23.4,"e7efb8cf-b02c-4bc5-a566-203b5a5eed42"
"200","8534cf88-a79f-4933-8eff-8f9db8e2691a","26cce113-c768-419c-b48e-b4febce843bd","BAG30",22:20:00,25,"Wet ground",24.2,"ff98baba-977e-4e28-9c4e-8c1e15774016"
"201","e3300b78-705a-4db1-8651-2e1fdaa655c8","26cce113-c768-419c-b48e-b4febce843bd","BAG27",22:28:00,25.1,"Water",24.4,"b0a6c0c0-ed7b-46ab-a3cc-2757d057eda8"
"202","4601a59e-ffe4-441f-9dec-cddc7707408d","26cce113-c768-419c-b48e-b4febce843bd","BAG28",22:51:00,25.3,"Tree/Log/Bush (Lower than 1m)",26.5,"88aa6b46-5990-4597-b486-561e795af695"
"203","bc6bc4ae-6c6a-4f59-9d5a-57f57f581e34","26cce113-c768-419c-b48e-b4febce843bd","BAG39",22:53:00,26.2,"Water",26.2,"6098b61f-8318-41ff-b8c9-88542dc46e33"
"204","fa64ce29-6ac9-4afa-9724-ed8a35e7187f","26cce113-c768-419c-b48e-b4febce843bd","BAG46",23:01:00,25,"Tree/Log/Bush (Lower than 1m)",24.9,"f51ea5d4-f2b8-4a31-9473-a9a45e8ca256"
"205","3280c1be-5b79-45b2-bd9d-c7cea578f50c","26cce113-c768-419c-b48e-b4febce843bd","BAG40",23:17:00,26.7,"Tree/Log/Bush (Lower than 1m)",25.8,"9f7790a2-0d80-42f6-b2b3-67711d8fbfd0"
"206","689fa9ad-b387-465a-850d-7fe4f4892246","2e14c9a7-cf87-445f-abc4-3b7a22259efc","BAG60",23:07:00,23,"Tree/Log/Bush (Lower than 1m)",23,"e3c1c753-3a93-41d9-a929-e39a3c44b125"
"207","7b81c79a-ef1b-4f4c-93f4-a5b06d1d9700","2e14c9a7-cf87-445f-abc4-3b7a22259efc","BAG58",23:12:00,23.3,"Tree/Log/Bush (Lower than 1m)",23.4,"67f8a43f-6cfa-4a8d-a5a2-670050cd1ef3"
"208","831444aa-4cc4-4bc0-a759-24b2aa8d6f49","2e14c9a7-cf87-445f-abc4-3b7a22259efc","BAG55",23:19:00,23.8,"Water",NA,"8059f664-15d4-4df4-8bc2-d3e65953f1e5"
"209","fc4e3d30-3bec-46ec-a723-0d46816121c3","2e14c9a7-cf87-445f-abc4-3b7a22259efc","BAG54",23:25:00,23.7,"Tree/Log/Bush (Lower than 1m)",23.8,"fb117057-37cd-4da7-ba69-be2575f55afd"
"210","3f543231-a9bc-40d8-a456-39f4187e8458","32ab862e-0abc-4024-87c4-431ec502f31e","BAG17",21:50:00,23.4,"Emergent Vegetation (Lower than 1m)",23.5,"9f9308c9-286d-45ad-881f-c063f9edb53b"
"211","c5f08c63-315e-4aee-8c09-91b047f532ba","32ab862e-0abc-4024-87c4-431ec502f31e","BAG31",21:53:00,23.6,"Tree/Log/Bush (Lower than 1m)",23.6,"ab5a1452-1758-4c2d-9de6-eb534e5b8012"
"212","886c4e5a-66f8-4472-b1b8-716e4025eb5e","32ab862e-0abc-4024-87c4-431ec502f31e","BAG34",21:55:00,23.8,"Tree/Log/Bush (Lower than 1m)",23.6,"d1033c07-89f1-4ed6-8794-66845f568754"
"213","5fdba787-0fa5-41f2-9fe7-e0209fd491ac","32ab862e-0abc-4024-87c4-431ec502f31e","BAG19",22:00:00,24,"Water",24.1,"57c3d30d-7906-4c88-8520-9ccfdbb6e67b"
"214","5a900d74-746a-4b70-a10b-ac3400eabeb9","32ab862e-0abc-4024-87c4-431ec502f31e","BAG18",22:03:00,23.9,"Water",24.2,"549b0b0a-4f17-4322-9dd2-22283ab8165b"
"215","9205df85-775a-4f7d-9893-bd4f20774d30","32ab862e-0abc-4024-87c4-431ec502f31e","BAG16",22:10:00,24.3,"Water",24.4,"efb8381b-c80a-4798-b4cb-f3334191fc20"
"216","93994cc8-3763-4a6f-bc7d-6b919c910199","32ab862e-0abc-4024-87c4-431ec502f31e","BAG15",22:27:00,23.4,"Water",23.3,"450d5e21-917e-4756-a9dc-edf99e312e2d"
"217","0eeb1745-dee8-4694-b0f8-94542958a57f","32ab862e-0abc-4024-87c4-431ec502f31e","BAG14",22:32:00,23.4,"Water",23.5,"952c72bc-4a1e-4b8d-8f24-eddb6851e307"
"218","7bc66d9c-9263-4b76-9057-88cbedb94ec8","32ab862e-0abc-4024-87c4-431ec502f31e","BAG13",22:41:00,23.6,"Water",23.8,"10a262a6-119e-4d16-9c54-93d23ee240b9"
"219","155c21b2-7af0-4228-8255-8b27a6dc2af0","32ab862e-0abc-4024-87c4-431ec502f31e","BAG12",22:43:00,23.7,"Water",23.9,"16992a0c-f0a6-4b1e-a78b-e423af10f77f"
"220","4ac3440e-625e-4b2b-8c8e-afbc317ab95b","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG01",22:00:00,27.3,"Tree/Log/Bush (Lower than 1m)",27.8,"cc6551ce-fc87-4ee3-b465-ff6c9a9c151d"
"221","89961a0b-5a43-4245-b6aa-4ed8b699a2ea","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG04",22:11:00,28.4,"Tree/Log/Bush (Higher than 1m)",28.5,"13bb7103-7822-4a24-a2b2-2b0916f06e0b"
"222","4e50a01e-de5e-4241-9da2-d7d9b577ce6f","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG16",22:13:00,27.7,"Water",28,"3c01b315-029c-449a-8c9a-7ab102bf7377"
"223","f0bded90-fbb6-4ac3-87ab-7264538b0fd0","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG03",22:19:00,28.1,"Tree/Log/Bush (Lower than 1m)",28.5,"e2a811cc-4175-4081-a173-72560199ae17"
"224","0ac75d6a-83ca-424e-9eff-30308d9134c2","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG02",22:23:00,28.8,"Water",28.7,"4b375e47-e4e0-49d7-a500-61d707969239"
"225","01ad1e59-5cc8-4595-ae0b-75df7d77c655","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG17",22:37:00,27.2,"Tree/Log/Bush (Lower than 1m)",27.3,"7245fc68-871d-4550-8c98-ac0a518e574e"
"226","aa8d67c9-83fb-4df1-9ab6-fd3067d912f4","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG15",22:47:00,27.1,"Water",27.2,"94c9b085-9188-4cb0-9159-401bad44c67d"
"227","1977db81-a591-47e6-91fd-3545698f2d9f","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG24",22:50:00,27.2,"Water",27.2,"3045a50a-eeae-41bd-9ebc-8f2af1346d95"
"228","704ecaec-e4ad-43ff-908f-4a86c321c6f0","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG20",22:55:00,26.7,"Wet ground",26.8,"2b47e9f9-3044-40d7-8e00-64db82379615"
"229","cc2ab269-64b7-4f38-86d5-17a7b6c699a4","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG18",23:01:00,27,"Tree/Log/Bush (Lower than 1m)",27,"768194d2-0e85-4f38-bf0a-6312aceb8e3d"
"230","7a806e77-7141-4058-9cda-201aa518db94","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG19",23:04:00,27.2,"Water",27.2,"84ca19e3-aa08-4e1b-b9b5-80818a548d78"
"231","7bb2453e-5c39-4c26-bab5-45af82f5382d","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG21",23:08:00,27.1,"Water",27.2,"b4e2db39-fb88-4745-a872-2e321785ced9"
"232","92512783-bc75-4475-83fb-4e8534a91973","a30d215b-c546-4f8a-b435-f3d471e382fc","BAG22",23:25:00,27.2,"Water",NA,"bd78a561-498d-472f-a2a2-2ab3072d49dd"
"233","56a869c3-281a-454a-a200-837ac8b1d678","cdea43be-55a5-4144-8600-054380758627","BAG10",21:41:00,21.4,"Wet ground",21.2,"640b520c-7432-4811-b55e-b1cb32b3c5ee"
"234","39e1adf9-2880-496a-8e2d-d5c4963325c9","cdea43be-55a5-4144-8600-054380758627","BAG32",21:52:00,21.6,"Tree/Log/Bush (Higher than 1m)",21.7,"c5ed4cd6-edae-4a72-97bc-fbe7fe7cf19e"
"235","8f956fc2-b966-438d-99ed-c7fccb75163c","cdea43be-55a5-4144-8600-054380758627","BAG33",21:58:00,23.5,"Water",23.7,"0efcf175-d007-44a4-aae9-8a77e2e0bdfc"
"236","cff31b1c-1204-4652-88e3-e9e6273ba272","cdea43be-55a5-4144-8600-054380758627","BAG03",22:06:00,23.1,"Water",22.4,"692f2ea7-5f16-4c0f-b439-eed823a52952"
"237","962528f2-c176-4b00-b084-2ac6ddd53fcd","cdea43be-55a5-4144-8600-054380758627","BAG04",22:10:00,22.4,"Water",22.9,"2178d7d9-7edb-4622-80d3-d2f6842adbe0"
"238","113e98f2-b2f3-4ca0-a591-8181ef3ad7ae","cdea43be-55a5-4144-8600-054380758627","BAG05",22:23:00,24.7,"Water",24.2,"88fc0ed2-d011-4a6c-a69e-81403b614bfe"
"239","7db31e0e-5bd8-4675-b364-23b6c2a64fd3","cdea43be-55a5-4144-8600-054380758627","BAG01",22:27:00,21.4,"Wet ground",21.2,"d09398bf-d27d-4eb8-abd9-1326db91329d"
"240","275d06fd-5539-46a0-8893-73d9aa41b840","cdea43be-55a5-4144-8600-054380758627","BAG02",22:31:00,22.4,"Water",22.1,"3eeee458-b8b3-480e-9a49-ffa586cf9cbf"
"241","3ba48519-49ab-455f-8739-9c611931c208","cdea43be-55a5-4144-8600-054380758627","BAG06",22:37:00,20.9,"Wet ground",20.6,"30af10a8-9069-4fce-b889-0b535f461af9"
"242","15bd64f7-0ecc-476a-9640-61ea82edc595","cdea43be-55a5-4144-8600-054380758627","BAG07",22:42:00,21.6,"Wet ground",21.3,"c1fdbcbb-233f-4e03-a695-26e117e03e52"
"243","f486a10d-ef8a-46d3-abbe-218cd674c083","71b55b1d-8ca8-4203-9c66-306cf143fa1d","BAG44",23:08:00,23.7,"Water",23.2,"8c412705-6b2a-4288-9608-724efff183c0"
"244","294b8914-a11e-478d-8b4a-33a2cc618949","71b55b1d-8ca8-4203-9c66-306cf143fa1d","BAG51",23:11:00,23.7,"Water",22.8,"1fe8e2b4-80c8-4767-9c33-b10ba407709d"
"245","4b61515b-17d2-44da-8e69-4c487378d094","71b55b1d-8ca8-4203-9c66-306cf143fa1d","BAG47",23:16:00,21.5,"Wet ground",21.7,"5cc1dbd3-0673-43b6-a09d-f7a0307f3fba"
"246","c81061a5-594b-4724-959f-a9c0620344b4","17b611f6-b34e-42df-980f-bdd8f8a6b60d","BAG09",22:14:00,27.1,"Water",27,"59cb427c-3c72-4675-a101-151177ae9b40"
